Survived,Age,SibSp,Parch,Fare,Pclass_2,Pclass_3,Sex_1
0,19.0,0,0,2.0347056478384444,0,1,1
1,38.0,0,0,5.427260122463419,0,0,0
1,27.0,0,0,2.3513752571634776,1,0,0
0,33.0,0,0,2.0509134580652977,0,1,1
1,6.0,0,1,3.4965075614664802,1,0,0
0,17.0,1,0,1.9536231841196134,0,1,1
0,34.0,0,0,2.5649493574615367,1,0,1
0,50.0,0,0,2.5649493574615367,1,0,1
1,27.0,1,0,3.9721769282478934,0,0,1
0,20.0,0,0,2.1590033645160216,0,1,1
1,30.0,3,0,3.044522437723423,1,0,0
0,25.0,1,0,3.258096538021482,1,0,1
0,25.0,1,0,2.0700223197633445,0,1,0
1,29.0,0,0,5.353456381663085,0,0,0
0,11.0,0,0,2.933191755079093,0,1,1
0,23.0,0,0,2.5649493574615367,1,0,1
0,23.0,0,0,2.5649493574615367,1,0,1
0,28.5,0,0,2.7788192719904172,0,1,1
0,48.0,1,3,3.5373295559867355,0,1,0
1,35.0,0,0,6.238967387173662,0,0,1
0,36.0,1,0,4.367547313409047,0,0,1
1,21.0,2,2,5.569774778140797,0,0,0
0,24.0,1,0,2.7788192719904172,0,1,1
1,31.0,0,0,2.0700223197633445,0,1,1
0,70.0,1,1,4.2626798770413155,0,0,1
0,16.0,1,1,3.0081547935525483,0,1,1
1,30.0,0,0,2.5649493574615367,1,0,0
0,19.0,1,0,3.9721769282478934,0,0,1
0,31.0,0,0,2.0476928433652555,0,1,1
1,4.0,1,1,3.1354942159291497,1,0,0
1,6.0,0,1,2.5237266416375825,0,1,1
0,33.0,0,0,2.2512917986064953,0,1,1
0,23.0,0,0,2.0663309725297405,0,1,1
1,48.0,1,2,4.174387269895637,1,0,0
1,0.67,1,1,2.6741486494265287,1,0,1
0,28.0,0,0,2.0535851271346086,0,1,1
0,18.0,0,0,2.4423470353692043,1,0,1
0,34.0,0,0,2.0856720914304723,0,1,1
1,33.0,0,0,4.460144413937834,0,0,0
0,41.0,0,0,1.9636097261547143,0,1,1
1,20.0,0,0,1.9781283799793465,0,1,1
1,36.0,1,2,4.787491742782046,0,0,0
0,16.0,0,0,2.0509134580652977,0,1,1
1,51.0,1,0,4.356174068347218,0,0,0
0,30.5,0,0,2.0476928433652555,0,1,0
0,32.0,0,0,2.1237574254543468,0,1,1
0,24.0,0,0,2.2512917986064953,0,1,1
0,48.0,0,0,2.061048420562944,0,1,1
0,57.0,0,0,2.3513752571634776,1,0,0
1,54.0,1,3,3.1354942159291497,1,0,0
0,18.0,0,0,2.0476928433652555,0,1,1
1,5.0,0,0,2.5237266416375825,0,1,0
1,43.0,0,1,5.353456381663085,0,0,0
1,13.0,0,0,1.9781283799793465,0,1,0
1,17.0,1,0,4.04305126783455,0,0,0
0,29.0,0,0,3.4011973816621555,0,0,1
0,25.0,0,0,1.9530276168241774,0,1,1
0,25.0,0,0,1.9810014688665833,0,1,1
1,18.0,0,0,2.0143428636837015,0,1,0
0,8.0,4,1,3.371596911885865,0,1,1
1,1.0,1,2,3.0240767465631335,0,1,1
0,46.0,0,0,4.37197629882038,0,0,1
0,16.0,0,0,3.258096538021482,1,0,1
0,25.0,0,0,2.0663309725297405,0,1,1
0,39.0,0,0,2.5649493574615367,1,0,1
1,49.0,0,0,3.255369746779992,0,0,0
1,31.0,0,0,2.161401640752305,0,1,0
0,30.0,0,0,1.9781283799793465,0,1,1
0,30.0,1,1,3.184284380098582,0,1,0
0,34.0,0,0,2.5649493574615367,1,0,1
1,31.0,1,1,3.2676659890376327,1,0,0
1,11.0,1,2,4.787491742782046,0,0,1
1,0.42,0,1,2.1420289418682694,0,1,1
1,27.0,0,0,1.9423323277074294,0,1,1
0,31.0,0,0,2.0509134580652977,0,1,1
0,39.0,0,0,0.0,0,0,1
0,18.0,0,0,2.0509134580652977,0,1,0
0,39.0,0,0,2.5649493574615367,1,0,1
1,33.0,1,0,3.9721769282478934,0,0,0
0,26.0,0,0,2.0652792278673315,0,1,1
0,39.0,0,0,3.184284380098582,0,1,1
0,35.0,0,0,2.3513752571634776,1,0,1
0,6.0,4,2,3.442819056352975,0,1,0
0,30.5,0,0,2.0856720914304723,0,1,1
0,23.0,0,0,2.0700223197633445,0,1,0
0,31.0,1,1,3.6110314197155664,1,0,1
0,43.0,0,0,1.864080130807681,0,1,1
0,10.0,3,2,3.32862668882732,0,1,1
1,52.0,1,1,4.537961436294641,0,0,0
1,27.0,0,0,2.1590033645160216,0,1,1
0,38.0,0,0,0.0,0,0,1
1,27.0,0,1,2.5237266416375825,0,1,0
0,2.0,4,1,3.6810362766529106,0,1,1
1,1.0,0,2,3.6110314197155664,1,0,1
1,15.0,1,0,2.6709850297651974,0,1,0
1,0.83,1,1,2.9311937524164198,1,0,1
0,23.0,0,0,2.061048420562944,0,1,1
0,18.0,0,0,2.1162555148025524,0,1,1
1,39.0,1,1,4.4207460202604185,0,0,0
0,21.0,0,0,2.1590033645160216,0,1,1
1,32.0,0,0,4.034166299106131,0,1,1
0,20.0,0,0,2.0700223197633445,0,1,1
0,16.0,0,0,2.3513752571634776,1,0,1
1,30.0,0,0,3.4339872044851463,0,0,0
0,34.5,0,0,1.8621402659898545,0,1,1
0,17.0,0,0,2.1590033645160216,0,1,1
0,42.0,0,0,2.0215475632609334,0,1,1
0,35.0,0,0,2.0663309725297405,0,1,1
0,28.0,0,1,3.4965075614664802,1,0,1
0,4.0,4,2,3.442819056352975,0,1,1
0,74.0,0,0,2.0509134580652977,0,1,1
0,9.0,1,1,2.7243040552851014,0,1,0
1,16.0,0,1,3.673765816303888,0,0,0
0,44.0,1,0,3.258096538021482,1,0,0
1,18.0,0,1,2.2353763433005955,0,1,0
1,45.0,1,1,5.1051372686027685,0,0,0
1,51.0,0,0,3.279029747687948,0,0,1
1,24.0,0,3,2.957942136638392,0,1,0
0,41.0,2,0,2.6467632766784814,0,1,1
0,21.0,1,0,2.4423470353692043,1,0,1
1,48.0,0,0,3.255369746779992,0,0,0
0,24.0,0,0,2.5649493574615367,1,0,1
1,42.0,0,0,2.5649493574615367,1,0,0
1,27.0,1,0,2.6288843311163475,1,0,0
0,31.0,0,0,3.921890164505806,0,0,1
1,4.0,1,1,2.409940617298087,0,1,1
0,26.0,0,0,2.0663309725297405,0,1,1
1,47.0,1,1,3.961845018011234,0,0,0
0,33.0,0,0,1.6094379124341003,0,0,1
0,47.0,0,0,2.1972245773362196,0,1,1
1,28.0,1,0,3.1780538303479458,1,0,0
1,15.0,0,0,1.9775472339984959,0,1,0
0,20.0,0,0,2.287044968312313,0,1,1
0,19.0,0,0,2.0663309725297405,0,1,1
1,56.0,0,1,4.4207460202604185,0,0,0
1,25.0,0,1,3.258096538021482,1,0,0
0,33.0,0,0,2.0663309725297405,0,1,1
0,22.0,0,0,2.352964469886197,0,1,0
0,28.0,0,0,2.3513752571634776,1,0,1
0,25.0,0,0,1.9530276168241774,0,1,1
0,39.0,0,5,3.371596911885865,0,1,0
0,27.0,0,0,2.5649493574615367,1,0,1
1,19.0,0,0,3.4011973816621555,0,0,0
1,26.0,0,0,3.4011973816621555,0,0,1
0,32.0,0,0,2.0476928433652555,0,1,1
0,34.5,0,0,2.0578603336462318,0,1,1
1,47.0,1,0,1.9459101490553132,0,1,0
0,62.0,0,0,2.270836394679465,1,0,1
0,27.0,0,0,2.1590033645160216,0,1,1
1,22.0,1,1,2.5085824854732848,0,1,0
0,14.0,0,0,2.221917189926591,0,1,1
1,30.0,0,0,2.0319829905201345,0,1,0
0,26.0,1,1,3.367295829986474,1,0,1
1,18.0,0,0,1.9781283799793465,0,1,0
0,21.0,2,0,3.184284380098582,0,1,1
0,46.0,0,0,3.258096538021482,0,0,1
1,23.0,1,0,4.409966408549427,0,0,0
0,63.0,1,0,3.258096538021482,1,0,1
1,47.0,1,0,4.113738609328736,0,0,0
1,24.0,1,0,3.32218303393412,1,0,0
0,35.0,0,0,2.513656063073986,1,0,1
0,21.0,0,0,1.9775472339984959,0,1,1
1,27.0,1,0,2.0700223197633445,0,1,0
1,45.0,0,0,1.9775472339984959,0,1,0
0,55.0,1,0,4.084294226368599,0,0,1
0,9.0,0,1,1.1539839219808636,0,1,1
0,21.0,0,1,4.117071015545232,0,0,1
1,48.0,1,3,5.569774778140797,0,0,0
0,50.0,1,0,2.6741486494265287,0,1,1
1,22.0,0,1,4.126798844886821,0,0,0
0,22.5,0,0,1.9775472339984959,0,1,1
0,41.0,0,0,3.417726683613366,0,0,1
0,50.0,1,0,3.258096538021482,1,0,1
0,24.0,2,0,3.449987545831587,1,0,1
1,33.0,1,2,3.0240767465631335,0,1,0
0,30.0,1,0,4.056123349401903,0,0,1
0,18.5,0,0,1.9781283799793465,0,1,1
1,21.0,0,0,2.1590033645160216,0,1,0
0,25.0,0,0,2.2512917986064953,0,1,1
0,39.0,0,1,2.5965001996654262,0,1,1
0,41.0,0,0,2.060513531794317,0,1,1
1,30.0,0,0,2.5649493574615367,1,0,0
1,45.0,1,0,3.961845018011234,0,0,0
0,25.0,0,0,2.0700223197633445,0,1,1
0,45.0,0,0,3.391147045808654,0,0,1
1,60.0,0,0,4.334564151246186,0,0,0
1,36.0,0,2,2.766319109226186,0,1,0
0,24.0,1,0,4.0943445622221,0,0,1
0,27.0,0,0,2.7102677405431645,1,0,1
1,20.0,2,1,3.1354942159291497,1,0,0
1,28.0,3,2,5.572154032177765,0,0,0
0,10.0,4,1,3.371596911885865,0,1,1
0,35.0,0,0,2.0663309725297405,0,1,1
0,25.0,0,0,2.0347056478384444,0,1,1
1,36.0,0,0,5.569774778140797,0,0,0
0,17.0,0,0,2.0663309725297405,0,1,1
0,32.0,0,0,2.6026896854443837,1,0,1
0,18.0,0,0,2.0476928433652555,0,1,1
1,22.0,0,0,2.044461822783809,0,1,0
0,13.0,2,2,5.569774778140797,0,0,1
1,18.0,0,0,2.0642263758733557,0,1,0
0,47.0,0,0,3.7471483622379123,0,0,1
0,31.0,0,0,3.351219011855914,0,0,1
1,60.0,1,4,5.572154032177765,0,0,0
1,24.0,0,0,2.0476928433652555,0,1,0
0,21.0,0,0,2.0663309725297405,0,1,1
1,29.0,0,0,2.0700223197633445,0,1,0
0,28.5,0,0,3.32218303393412,0,0,1
1,35.0,0,0,5.354224998486333,0,0,0
0,32.5,0,0,5.354224998486333,0,0,1
1,55.0,2,0,3.246490991901174,0,0,0
0,30.0,0,0,2.5649493574615367,1,0,1
1,24.0,0,0,2.0476928433652555,0,1,0
0,6.0,1,1,2.7243040552851014,0,1,1
0,67.0,1,0,5.401682292340279,0,0,1
0,49.0,0,0,3.258096538021482,0,0,1
1,27.0,0,0,2.0642263758733557,0,1,0
1,18.0,0,0,2.0856720914304723,0,1,0
0,2.0,1,1,3.1354942159291497,1,0,1
1,22.0,1,0,2.631888840136646,0,1,0
1,27.0,1,2,3.9512437185814275,0,0,0
0,25.0,0,0,3.258096538021482,0,0,1
0,25.0,0,0,2.0535851271346086,0,1,1
1,76.0,1,0,4.367547313409047,0,0,0
0,29.0,0,0,2.0700223197633445,0,1,1
1,20.0,0,0,2.061048420562944,0,1,0
0,33.0,0,0,2.0856720914304723,0,1,1
1,43.0,1,0,4.015332018192187,0,0,0
0,27.0,1,0,3.258096538021482,1,0,1
0,26.0,0,0,2.0509134580652977,0,1,1
1,16.0,1,1,2.1420289418682694,0,1,0
0,28.0,0,0,3.1146258034944014,0,1,1
0,21.0,0,0,2.05678685111503,0,1,1
0,18.5,0,0,2.5649493574615367,1,0,1
0,41.0,0,0,2.711098882480229,1,0,1
1,36.0,0,0,3.455660314102122,0,0,0
1,18.5,0,0,1.9855840562039775,0,1,0
1,63.0,1,0,5.401682292340279,0,0,0
0,18.0,1,0,2.6709850297651974,0,1,1
1,1.0,1,1,2.8154087194227095,0,1,0
0,36.0,0,0,4.32070559854228,0,0,1
1,29.0,1,0,3.258096538021482,1,0,0
1,12.0,0,0,2.7568403652716422,1,0,0
1,35.0,1,0,4.056123349401903,0,0,0
0,28.0,0,0,1.9810014688665833,0,1,1
1,17.0,0,1,2.7788192719904172,0,1,0
0,22.0,0,0,2.0535851271346086,0,1,1
0,42.0,0,0,2.5649493574615367,1,0,1
0,24.0,0,0,2.0856720914304723,0,1,1
0,32.0,0,0,2.0856720914304723,0,1,1
0,53.0,0,0,3.349904087274605,0,0,1
0,43.0,0,0,2.0663309725297405,0,1,1
0,24.0,0,0,2.061048420562944,0,1,1
0,26.5,0,0,1.9775472339984959,0,1,1
0,26.0,0,0,2.5649493574615367,1,0,1
1,23.0,0,0,2.0856720914304723,0,1,0
0,40.0,1,6,3.8480176754522337,0,1,1
1,10.0,5,2,3.8480176754522337,0,1,0
1,33.0,0,0,5.020915603503812,0,0,0
0,61.0,1,3,5.569774778140797,0,0,1
0,28.0,0,0,3.258096538021482,1,0,1
0,42.0,0,0,3.279029747687948,0,0,1
0,31.0,3,0,2.8903717578961645,0,1,1
0,22.0,0,0,2.0856720914304723,0,1,1
0,30.0,1,1,3.258096538021482,1,0,1
1,23.0,0,1,4.4207460202604185,0,0,0
1,36.0,0,2,2.500066161545823,0,1,0
0,13.0,4,2,3.4464097244837033,0,1,1
0,24.0,0,0,2.0215475632609334,0,1,1
1,29.0,0,0,5.401682292340279,0,0,0
1,23.0,0,0,2.061048420562944,0,1,0
0,42.0,0,0,3.279029747687948,0,0,1
1,26.0,0,2,2.622855355038978,0,1,0
0,7.0,1,1,2.7243040552851014,0,1,1
1,26.0,0,0,2.6026896854443837,1,0,0
0,41.0,0,0,2.5649493574615367,1,0,1
1,26.0,1,1,3.092178171822243,0,1,0
0,48.0,0,0,3.921890164505806,0,0,1
0,18.0,2,2,3.5373295559867355,0,1,1
1,22.0,0,0,2.193049205925739,0,1,0
0,27.0,0,0,1.9775472339984959,0,1,1
0,23.0,1,0,2.631888840136646,0,1,1
0,40.0,1,5,3.4464097244837033,0,1,1
1,15.0,0,2,3.6635616461296463,1,0,0
1,20.0,0,0,3.6041382256588457,1,0,0
0,54.0,1,0,4.015332018192187,0,0,1
1,36.0,0,3,3.6635616461296463,1,0,0
1,64.0,0,2,4.4207460202604185,0,0,0
0,30.0,0,0,2.5649493574615367,1,0,1
0,37.0,1,1,4.4207460202604185,0,0,1
1,18.0,1,0,3.9721769282478934,0,0,0
1,27.0,1,1,5.5114946188815885,0,0,0
0,40.0,0,0,2.772588722239781,1,0,1
1,21.0,0,1,3.044522437723423,1,0,0
0,17.0,2,0,2.0856720914304723,0,1,1
0,40.0,0,0,2.5649493574615367,1,0,1
0,34.0,1,0,3.258096538021482,1,0,1
0,11.5,1,1,2.6741486494265287,0,1,1
0,61.0,0,0,2.513656063073986,1,0,1
0,8.0,0,2,3.481240089335692,1,0,1
0,33.0,0,0,2.061048420562944,0,1,1
0,6.0,0,2,4.901564199041894,0,0,1
1,18.0,0,0,2.0509134580652977,0,1,0
0,23.0,0,0,2.3513752571634776,1,0,1
0,0.33,0,2,2.667228206581955,0,1,1
0,47.0,1,0,5.427260122463419,0,0,1
1,8.0,1,1,3.258096538021482,1,0,0
0,25.0,0,0,2.3513752571634776,1,0,1
1,35.0,0,0,2.0476928433652555,0,1,0
0,24.0,0,0,2.3513752571634776,1,0,1
1,33.0,0,0,3.32218303393412,0,0,0
0,25.0,0,0,2.0663309725297405,0,1,1
0,32.0,0,0,3.1146258034944014,0,1,1
0,17.0,0,0,4.297285406218791,1,0,1
1,60.0,1,0,3.258096538021482,1,0,0
1,38.0,4,2,2.0509134580652977,0,1,0
0,42.0,0,0,3.7495040759303713,0,0,1
0,57.0,1,1,5.1051372686027685,0,0,1
1,50.0,1,1,5.354224998486333,0,0,0
1,30.0,1,0,2.6288843311163475,1,0,0
0,21.0,0,0,2.0856720914304723,0,1,1
1,22.0,0,0,2.3513752571634776,1,0,0
0,21.0,0,0,2.0535851271346086,0,1,1
1,53.0,0,0,3.3122131507845287,0,0,0
0,23.0,0,0,2.0535851271346086,0,1,1
0,40.5,0,0,2.714694743820879,0,1,1
0,36.0,0,0,2.5649493574615367,1,0,1
0,14.0,0,0,4.174387269895637,1,0,1
1,21.0,0,0,3.279029747687948,0,0,0
0,21.0,1,0,1.8711558142080713,0,1,1
0,39.0,1,0,4.26666207838721,0,0,1
0,20.0,0,0,2.061048420562944,0,1,1
0,64.0,1,0,4.3208159036289855,0,0,1
0,20.0,0,0,1.9775472339984959,0,1,1
1,18.0,1,1,2.5649493574615367,1,0,0
1,48.0,1,0,4.667440511714216,0,0,0
1,55.0,0,0,3.32218303393412,0,0,0
1,45.0,0,2,3.4011973816621555,1,0,0
0,45.0,1,1,4.901564199041894,0,0,1
0,41.0,1,0,3.948595985658986,0,0,1
1,22.0,0,0,3.044522437723423,1,0,0
0,42.0,1,1,3.481240089335692,1,0,1
1,29.0,1,0,3.258096538021482,1,0,0
1,0.92,1,2,3.3232358401924436,1,0,0
0,20.0,0,0,2.0700223197633445,0,1,1
0,27.0,1,0,4.9183679468445405,0,0,1
0,24.0,0,0,2.2326989655298792,0,1,1
0,32.5,0,0,2.2512917986064953,0,1,1
0,28.0,0,0,2.0856720914304723,0,1,1
1,19.0,0,0,2.5649493574615367,1,0,0
0,21.0,0,0,2.0509134580652977,0,1,1
0,36.5,1,0,2.856470206220483,0,1,1
0,21.0,0,0,2.061048420562944,0,1,1
1,29.0,0,2,3.1354942159291497,1,0,0
1,1.0,1,1,2.500066161545823,0,1,0
0,30.0,0,0,2.5445503985488434,1,0,1
0,17.0,0,0,2.1590033645160216,0,1,1
0,46.0,0,0,4.32070559854228,0,0,1
1,26.0,1,0,4.9183679468445405,0,0,0
1,20.0,1,0,3.258096538021482,1,0,0
0,28.0,0,0,2.3513752571634776,1,0,1
0,40.0,1,0,3.258096538021482,1,0,1
0,30.0,1,0,3.044522437723423,1,0,1
0,22.0,0,0,2.3513752571634776,1,0,1
1,23.0,0,0,2.1590033645160216,0,1,0
0,0.75,1,1,2.622855355038978,0,1,1
1,9.0,1,1,2.7243040552851014,0,1,0
1,2.0,1,1,3.006301224903225,0,1,0
0,36.0,0,0,1.9810014688665833,0,1,1
0,24.0,1,0,4.409966408549427,0,0,1
1,30.0,0,0,1.9387416595767009,0,1,0
0,53.0,1,1,4.404989703685167,0,0,1
0,36.0,0,0,2.2512917986064953,0,1,1
0,26.0,0,0,2.0663309725297405,0,1,1
1,1.0,1,2,3.7276000422255353,1,0,0
0,30.0,0,0,3.817712325956905,0,0,1
0,29.0,0,0,2.061048420562944,0,1,1
0,32.0,0,0,2.0509134580652977,0,1,1
0,43.0,0,1,3.044522437723423,1,0,1
0,24.0,0,0,2.1590033645160216,0,1,1
1,64.0,1,1,3.279029747687948,0,0,0
0,30.0,1,2,5.020915603503812,0,0,1
0,0.83,0,1,2.2353763433005955,0,1,1
0,55.0,1,1,4.537961436294641,0,0,1
1,45.0,1,0,2.6467632766784814,0,1,0
0,18.0,0,0,2.1590033645160216,0,1,1
0,22.0,0,0,1.9775472339984959,0,1,1
1,37.0,0,0,2.0476928433652555,0,1,0
1,55.0,0,0,4.909954920578875,0,0,0
1,17.0,0,0,2.0455356796500372,0,1,0
0,57.0,1,0,4.9871673979011675,0,0,1
0,19.0,0,0,2.3513752571634776,1,0,1
0,27.0,0,0,2.061048420562944,0,1,1
0,22.0,2,0,3.449987545831587,1,0,1
0,26.0,0,0,2.0509134580652977,0,1,1
0,25.0,0,0,1.9781283799793465,0,1,1
0,26.0,0,0,2.5649493574615367,1,0,1
0,33.0,0,0,3.279029747687948,0,0,1
1,39.0,0,0,5.353456381663085,0,0,0
0,23.0,0,0,1.9530276168241774,0,1,1
1,12.0,2,1,3.6635616461296463,1,0,0
0,46.0,0,0,4.37197629882038,0,0,1
0,29.0,1,0,3.258096538021482,1,0,1
0,21.0,0,0,2.5649493574615367,1,0,1
1,48.0,0,2,3.6041382256588457,1,0,0
0,39.0,0,0,3.391147045808654,0,0,1
1,19.0,1,1,2.7563132422397203,0,1,0
0,27.0,0,0,2.0663309725297405,0,1,1
0,30.0,0,0,3.258096538021482,0,0,1
0,32.0,0,0,2.5649493574615367,1,0,1
0,39.0,0,2,1.9781283799793465,0,1,1
0,25.0,0,0,3.449987545831587,1,0,1
0,18.0,0,0,2.3513752571634776,1,0,1
0,32.0,0,0,2.0254076531873504,0,1,1
1,58.0,0,1,6.238967387173662,0,0,0
1,16.0,0,0,2.0347056478384444,0,1,0
0,26.0,0,0,2.5649493574615367,1,0,1
1,38.0,0,0,1.9781283799793465,0,1,0
0,24.0,0,0,2.6026896854443837,1,0,1
1,31.0,0,0,3.044522437723423,1,0,0
1,45.0,0,1,4.148805916338137,0,0,0
0,25.0,0,0,2.3513752571634776,1,0,1
0,18.0,0,0,4.297285406218791,1,0,1
0,49.0,1,2,4.174387269895637,1,0,1
1,0.17,1,2,3.0240767465631335,0,1,0
0,50.0,0,0,3.258096538021482,0,0,1
1,59.0,2,0,3.9411778425916384,0,0,0
1,30.0,1,0,2.744060638625243,0,1,0
0,14.5,8,2,4.242045918369452,0,1,1
1,24.0,1,1,3.6110314197155664,1,0,0
1,31.0,0,0,3.044522437723423,1,0,0
0,27.0,0,0,2.1590033645160216,0,1,1
1,25.0,1,0,4.015332018192187,0,0,0
1,22.0,0,0,3.6810362766529106,0,1,0
1,45.0,0,1,4.084294226368599,0,0,0
0,29.0,0,0,2.6288843311163475,1,0,1
0,21.0,1,0,2.4423470353692043,1,0,1
1,31.0,0,0,4.901564199041894,0,0,0
0,49.0,0,0,0.0,0,0,1
0,44.0,0,0,2.5649493574615367,1,0,1
1,54.0,1,1,4.404989703685167,0,0,0
1,45.0,0,0,5.569774778140797,0,0,0
1,22.0,2,0,2.1590033645160216,0,1,0
0,21.0,0,0,2.4423470353692043,1,0,1
0,55.0,0,0,3.912023005428146,0,0,1
0,5.0,4,2,3.4464097244837033,0,1,1
0,26.0,0,0,2.0642263758733557,0,1,1
1,19.0,1,0,2.7788192719904172,0,1,0
1,24.0,1,2,4.174387269895637,1,0,0
0,24.0,0,0,2.0509134580652977,0,1,1
0,57.0,0,0,2.5649493574615367,1,0,1
0,21.0,0,0,2.0476928433652555,0,1,1
0,6.0,3,1,3.048087503887919,0,1,1
0,23.0,0,0,4.537961436294641,0,0,1
1,51.0,0,1,3.673765816303888,0,0,0
0,13.0,0,2,3.0081547935525483,0,1,1
0,47.0,0,0,2.3513752571634776,1,0,1
0,29.0,3,1,3.092178171822243,0,1,1
1,18.0,1,0,4.0943445622221,0,0,0
0,24.0,0,0,1.9810014688665833,0,1,1
1,48.0,1,1,4.37197629882038,0,0,0
0,22.0,0,0,2.0509134580652977,0,1,1
0,31.0,0,0,2.0455356796500372,0,1,1
1,30.0,0,0,5.1051372686027685,0,0,0
0,38.0,1,0,3.044522437723423,1,0,1
1,22.0,0,1,4.084294226368599,0,0,0
0,17.0,0,0,3.8522730010223722,0,0,1
0,43.0,1,0,3.32218303393412,0,0,1
0,20.0,0,0,2.6291873526764853,1,0,1
0,23.0,1,0,2.3513752571634776,1,0,1
0,50.0,1,1,5.354224998486333,0,0,1
1,3.0,1,1,2.622855355038978,0,1,0
1,37.0,1,0,4.499809670330265,0,0,0
1,28.0,0,0,2.0509134580652977,0,1,0
1,39.0,0,0,4.690430029938915,0,0,0
0,38.5,0,0,1.9810014688665833,0,1,1
